iem_cd,name,ticker,sector,industry,up52wk,down52wk,변동률(%),sector2
US74347Y7976,ProShares UltraShort Bloomberg Crude Oil,SCO,ETF,ETF,89.3,17.89,399.1615428,혼합
US2254011081,Credit Suisse Group AG,CSX1.SG,ETF,ETF,9.45,3.86,144.8186528,혼합
US92189F1306,VanEck Inflation Allocation ETF,RAAX,ETF,ETF,29.93,22.25,34.51685393,혼합
US81369Y4070,Consumer Discretionary Select Sector SPDR혻Fund,XLY,ETF,ETF,215.06,133.04,61.65063139,혼합
US74347G4405,ProShares Bitcoin Strategy ETF,BITO,ETF,ETF,44.29,11.37,289.533861,혼합
US71531R1178,Pershing Square Tontine Holdings Ltd. Class A,PSTH,ETF,ETF,20.54,19.54,5.117707267,혼합
US55608B1052,Macquarie Infrastructure Co,MIC,ETF,ETF,40.85,3.53,1057.223796,혼합
US48138M1053,Jumia Technologies AG,JMIAN.MX,ETF,ETF,20.64,4.47,361.7449664,혼합
US92189F6768,VanEck Semiconductor ETF,SMH,ETF,ETF,318.82,185.4,71.96332255,혼합
US00215W1009,ASE Technology Holding Co. Ltd.,ASX,ETF,ETF,5,5,0,혼합
FR0000052292,HERMES INTL,RMS.PA,ETF,ETF,"1,678.00",957.6,75.22974102,혼합
US92243A2006,"VAXART INC. DL-,10",NB11.BE,ETF,ETF,7.114,2.133,233.5208626,혼합
US0008991046,"ADMA BIOLOGICS, INC.",ADMA,Health Care,Biotechnology: Pharmaceutical Preparations,2.92,1.01,189.1089109,의료/의약
KYG2119W1069,CHINA EVERGRANDE GROUP,3333.HK,Real Estate,Construction Services,0.345,0.001,3400,건설업
NL0011606264,Merus N.V.,MRUS,ETF,ETF,33.09,13.47,145.6570156,혼합
US25460E6462,Direxion Daily Pharmaceutical & Medical Bull 3X Shares ETF,PILL,ETF,ETF,23.69,8.05,194.2857143,혼합
US25460E3642,Direxion Daily Dow Jones Internet Bull 3X Shares,WEBL,ETF,ETF,94.18,6.83,1278.916545,혼합
US25459W7305,Direxion Daily Mid Cap Bull 3X Shares,MIDU,ETF,ETF,76.75,27.43,179.8031353,혼합
US25460E6793,Direxion Daily Transportation Bull 3X Shares,TPOR,ETF,ETF,69.99,18.29,282.6681247,혼합
US74347X8231,ProShares UltraPro Dow30,UDOW,ETF,ETF,88.98,39.67,124.300479,혼합
US25460G8565,Direxion Daily S&P 500 High Beta Bull 3X Shares,HIBL,ETF,ETF,89.3,21.32,318.8555347,혼합
US25460G8151,Direxion Daily Retail Bull 3X Shares,RETL,ETF,ETF,56.42,6.23,805.6179775,혼합
US25459W8477,Direxion Daily Small Cap Bull 3X Shares,TNA,ETF,ETF,114.31,28.07,307.2319202,혼합
US25460G5421,Direxion Daily Travel & Vacation Bull 2X Shares,OOTO,ETF,ETF,25.95,8.26,214.1646489,혼합
US92189H6071,VanEck Oil Services ETF,OIH,ETF,ETF,317,171.3,85.05545826,혼합
US3015057157,Sprott Uranium Miners ETF,URNM,ETF,ETF,104,54,92.59259259,혼합
US37954Y8710,Global X Uranium ETF,URA,ETF,ETF,31.6,17.65,79.0368272,혼합
US46137V4804,Invesco S&P SmallCap Value with Momentum ETF,XSVM,ETF,ETF,57.17,41.01,39.40502317,혼합
US74347R6936,ProShares Ultra Technology,ROM,ETF,ETF,67.5,24,181.25,혼합
US85208P3038,Sprott Uranium Miners ETF,URNM,ETF,ETF,104,54,92.59259259,혼합
US74347G7390,ProShares UltraShort QQQ,QID,ETF,ETF,28.66,15.12,89.55026455,혼합
US74347Y8214,ProShares UltraShort Bloomberg Natural Gas,KOLD,ETF,ETF,275,9.06,2935.320088,혼합
US15136A1025,Permian Resources,CDEV,Energy,Oil & Gas E&P,9.7,5.08,90.94488189,화학
US25460G1958,Direxion Daily FTSE China Bull 3X Shares,YINN,ETF,ETF,266.4,40.05,565.1685393,혼합
MHY2106R1100,Dorian LPG Ltd.,LPG,ETF,ETF,18.5,10.77,71.77344475,혼합
US46138G5080,Invesco Senior Loan ETF,BKLN,ETF,ETF,22.2,20.13,10.28315946,혼합
US74347Y8131,ProShares UltraShort Bloomberg Natural Gas,KOLD,ETF,ETF,275,9.06,2935.320088,혼합
US25460G5009,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,GUSH,ETF,ETF,257.76,74.13,247.7134763,혼합
US30205M1018,EXICURE INC,XCUR,Health Care,Biotechnology: Pharmaceutical Preparations,39,1.36,2767.647059,의료/의약
US06367V2043,MicroSectors FANG+ Index -3X Inverse Leveraged ETN,FNGD,ETF,ETF,98.1,32.5,201.8461538,혼합
US74347Y8701,ProShares Ultra Bloomberg Natural Gas,BOIL,ETF,ETF,140.5,23.68,493.3277027,혼합
US4642888105,iShares U.S. Medical Devices ETF,IHI,ETF,ETF,66.55,46.77,42.29206756,혼합
US09229E2046,Blackboxstocks Inc.,BLBX,ETF,ETF,8,0.639,1151.956182,혼합
US81369Y8865,Utilities Select Sector SPDR혻Fund,XLU,ETF,ETF,78.22,63.66,22.87150487,혼합
US46429B5984,iShares MSCI India ETF,INDA,ETF,ETF,50.85,38.58,31.80404355,혼합
CA87971M1032,TELUS CORP.,T.TO,Communications,Telecommunications,25.2,18.2,38.46153846,방송/통신
US0556EL1098,BP MIDSTREAM PARTNERS LP,BPMP,Energy,Oil & Gas,19.37,12.61,53.60824742,화학
US3755581036,"Gilead Sciences, Inc.",GILD,ETF,ETF,74.12,57.17,29.648417,혼합
US9219438580,Vanguard FTSE Developed Markets Index Fund ETF Shares,VEA,ETF,ETF,53.04,35.97,47.45621351,혼합
US4642886877,iShares Preferred and Income Securities ETF,PFF,ETF,ETF,39.45,31.33,25.91765081,혼합
US88034P1093,Tencent Music Entertainment Group,TMEN.MX,Technology,Technology,9.1,2.95,208.4745763,서비스/오락/문화
US37954Y1608,Global X Blockchain ETF,BKCH,ETF,ETF,41.25,4.88,745.2868852,혼합
US25460G8649,Direxion Daily Regional Banks Bull 3X Shares,DPST,ETF,ETF,67.69,21.54,214.2525534,혼합
US9021041085,COHERENT CORP.,COHR,Electronic Equipment & Parts,Technology Services,75.05,34.5,117.5362319,전기/전자
US25460G6585,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,DRIP,ETF,ETF,64.4,13.26,385.6711916,혼합
US90274E1661,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN,SMHB,ETF,ETF,13.04,5.79,125.2158895,혼합
US25460G3285,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,DRIP,ETF,ETF,64.4,13.26,385.6711916,혼합
US25459W8626,Direxion Daily S&P500 Bull 3X Shares,SPXL,ETF,ETF,147.98,54.7,170.5301645,혼합
US46138E5942,Invesco KBW Premium Yield Equity REIT ETF,KBWY,ETF,ETF,26.43,18.4,43.64130435,혼합
US92891H3093,2x Long VIX Futures ETF,UVIX,ETF,ETF,27.21,8.51,219.7414806,혼합
US46138W1071,Invesco CurrencyShares Japanese Yen Trust,FXY,ETF,ETF,84.75,64.5,31.39534884,혼합
US4642875565,iShares Biotechnology ETF,IBB,ETF,ETF,164.83,104.29,58.04966919,혼합
US74348A1455,ProShares Pet Care ETF,PAWZ,ETF,ETF,84.24,44.29,90.2009483,혼합
US00214Q2030,ARK Autonomous Technology & Robotics ETF,ARKQ,ETF,ETF,90.28,45.13,100.0443164,혼합
IM00B86NL059,Eros Media World,E10A,Communication Services,Entertainment,19.2,0.01,191900,서비스/오락/문화
US46429B6636,iShares Core High Dividend ETF,HDV,ETF,ETF,110.91,91.96,20.60678556,혼합
KYG982771092,Xtep International Holdings Limited,1368.HK,ETF,ETF,14.98,8.08,85.3960396,혼합
US3015057074,Robo Global Robotics and Automation Index ETF,ROBO,ETF,ETF,72.42,41,76.63414634,혼합
US0636798565,MicroSectors FANG+ Index 2X Leveraged ETN,FNGO,ETF,ETF,57.01,16.15,253.003096,혼합
US78464A8707,SPDR혻S&P혻Biotech ETF,XBI,ETF,ETF,134.79,61.78,118.1774037,혼합
US09075V1026,BioNTech SE,ADRs,ETF,ETF,138.05,134.85,2.373007045,혼합
VN000000HPG4,Hoa Phat Group,HPG,Materials,Metals & Mining,"44,923.09","20,500.00",119.1370244,철강
VN000000VIC9,VINGROUP,VIC,real estate,technology,109.6,53.3,105.6285178,건설업
US37954Y4347,Global X Genomics & Biotechnology ETF,GNOM,ETF,ETF,22.63,10.48,115.9351145,혼합
US78464A6982,SPDR占쏙옙 S&P REGIONAL BANKING ETF ETFs,KRE,ETF,ETF,78.81,56.09,40.50632911,혼합
US37954Y6730,Global X U.S. Infrastructure Development ETF,PAVE,ETF,ETF,29.45,22.15,32.95711061,혼합
US00211V1061,ATA Inc.,3IZ.SG,ETF,ETF,2.546,0.8422,202.3034909,혼합
US8863646035,RPAR Risk Parity ETF,RPAR,ETF,ETF,25.91,17.27,50.02895194,혼합
US74319F1075,"Biora Therapeutics, Inc.",BIOR,Healthcare,Biotechnology,6.2,0.48,1191.666667,의료/의약
US67091K3023,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",NES,Energy,Oil & Gas,4.56,0.3,1420,화학
US89689F3055,"Troika Media Group, Inc.",TRKA,Communication Services,Advertising Agencies,3.49,0.302,1055.629139,서비스/오락/문화
US2935941078,Enovix Corporation,ENVX,Industrials,Electrical Equipment & Parts,39.48,7.26,443.8016529,전기/전자
US53934A1152,"Lixiang Education Holding Co., Ltd.",LXEH,Consumer Defensive,Education & Training Services,10.2,1.82,460.4395604,서비스/오락/문화
US8900232039,"TOMI Environmental Solutions, Inc.",TOMZ,Industrials,Pollution & Treatment Controls,2.35,0.56,319.6428571,제조
KYG477241023,"Infobird Co., Ltd",IFBD,Technology,Software?Application,13.55,1.01,1241.584158,IT
US83587F2020,"Sorrento Therapeutics, Inc.",SRNE,Healthcare,Biotechnology,7.74,1.15,573.0434783,의료/의약
US3724274010,"Genocea Biosciences, Inc.",GNCA,Healthcare,Biotechnology,2.04,0.008,25400,의료/의약
US30712L1098,Fangdd Network Group Ltd.,DUO,Real Estate,Real Estate Services,22.95,0.86,2568.604651,건설업
NL0015000PB5,Ermenegildo Zegna N.V.,ZGN,Consumer Cyclical,Apparel Manufacturing,12.65,8.89,42.29471316,제조
US84833T1034,"Spero Therapeutics, Inc.",SPRO,Healthcare,Biotechnology,18.84,0.68,2670.588235,의료/의약
US21718L1026,COOTEK (CAYMAN) INC.,CTKYY,Technology,Technology,18.59,0.04,46375,IT
US2327511075,"CYPRESS ENVIRONMENTAL PARTNERS, L.P.",CELP,Industrials,Industrial Services,3.67,0.3901,840.7844143,제조
CA31656R1029,REUNION NEUROSCIENCE,REUN,Healthcare,Biotechnology,6.41,0.71,802.8169014,의료/의약
US0366421065,"ANTARES PHARMA, INC.",ATRS,Health Care,Health Care,5.6,3.11,80.06430868,의료/의약
US82935V2088,Singularity Future Technology Ltd.,SGLY,Industrials,Integrated Freight & Logistics,19.86,2.2,802.7272727,운송/운수
US43358Y1038,Histogen Inc.,HSTO,Healthcare,Biotechnology,15.4,1.3,1084.615385,의료/의약
CA39115V1013,Great Panther Mining,GPR,Basic Materials,Gold,6.3,1.06,494.3396226,철강
